관리번호,횡단보도폭,횡단보도길이,관할지역
2022122319,10.66,10.75,비산3동
2022122320,16.52,17.73,비산3동
2022122321,18.28,19.74,비산3동
2022122322,8.53,14.03,비산3동
2022122323,8.05,16.06,비산3동
2022122324,7.28,14.14,비산3동
2022122325,7.15,9.42,비산3동
2022122326,10.11,15.55,비산3동
2022122327,9.54,13.46,비산3동
2022122328,2.77,9.09,비산3동
2022122329,5.82,16.76,비산3동
2022122330,7.43,15.07,비산3동
2022122331,12.63,24.76,비산3동
2022122332,7.91,18.79,비산3동
2022122333,10.41,33.09,비산3동
2022122334,10.08,12.43,비산3동
2022122335,9.65,13.9,비산3동
2022122336,11.15,13.92,비산3동
2022122337,6.76,8.45,비산3동
2022122338,13.81,19.92,박달2동
2022122339,11.37,17.28,박달2동
2022122340,17.47,19.3,박달2동
2022122341,14.27,16.28,박달2동
2022122342,12.09,14.86,박달2동
2022122343,10.89,16.83,박달2동
2022122344,4.58,7.63,석수3동
2022122345,7.9,15.21,석수3동
2022122346,5.67,10.56,석수3동
2022122347,10.72,13.81,석수3동
2022122348,3.27,9.39,석수3동
2022122349,6.5,8.94,석수3동
2022122350,9.68,15.66,석수3동
2022122351,3.56,7.8,석수3동
2022122352,5.31,10.56,석수3동
2022122353,10.75,13.03,석수3동
2022122354,5.15,11.3,석수3동
2022122355,5.48,5.81,석수3동
2022122356,5.02,7.44,석수3동
2022122357,5.75,10.13,석수3동
2022122358,5.74,8.59,석수3동
2022122359,3.22,4.54,석수3동
2022122360,3.33,15.08,석수3동
2022122361,4.63,7.29,석수3동
2022122362,5.97,9.73,석수3동
2022122363,4.61,7.19,석수3동
2022122364,6.92,9.5,석수3동
2022122365,5.95,9.17,석수3동
2022122366,2.94,8.63,석수3동
2022122367,3.71,8.72,석수3동
2022122368,3.61,7.31,석수3동
2022122369,5.43,6.96,석수3동
2022122370,3.58,6.49,석수3동
2022122371,6.31,8.72,석수3동
2022122372,3.58,7.02,석수3동
2022122373,2.52,6.55,석수3동
2022122374,4.64,8.77,석수3동
2022122375,5.59,6.8,석수3동
2022122376,5.25,6.88,석수3동
2022122377,6.27,7.73,석수3동
2022122378,4.75,7.24,석수3동
2022122379,7.09,8.11,석수3동
2022122380,4.73,7.19,석수3동
2022122381,9.58,14.08,박달2동
2022122382,11.21,11.59,석수3동
2022122383,10.81,10.84,석수3동
2022122384,7.47,8.15,석수3동
2022122385,12.94,18.88,박달2동
2022122386,6.39,7.18,석수3동
2022122387,5.74,5.78,석수3동
2022122388,5.94,6.17,석수3동
2022122389,7.5,7.67,석수3동
2022122390,10.49,13.92,박달2동
2022122391,8.44,8.54,박달2동
2022122392,8.61,8.67,박달2동
2022122393,7.53,8.04,박달2동
2022122394,17.52,18.11,박달2동
2022122395,4.88,6.44,박달2동
2022122396,13.54,15.48,박달2동
2022122397,4.96,6.88,박달2동
2022122398,7.46,8.02,박달2동
2022122399,7.27,7.34,박달2동
2022122400,7.17,7.18,박달2동
2022122401,7.05,8.7,박달2동
2022122402,6.61,7.26,박달2동
2022122403,6.63,7.19,박달2동
2022122404,6.65,7.26,박달2동
2022122405,6.75,7.29,박달2동
2022122406,6.71,7.33,박달2동
2022122407,7.57,8.66,박달2동
2022122408,6.54,7.06,박달2동
2022122409,6.57,9.79,박달2동
2022122410,7.12,7.26,박달2동
2022122411,6.79,7.15,박달2동
2022122412,6.61,7.58,박달2동
2022122413,6.65,7.08,박달2동
2022122414,6.48,7.27,박달2동
2022122415,6.56,7.05,박달2동
2022122416,6.64,7.08,박달2동
2022122417,6.76,7.22,박달2동
2022122418,6.54,7.16,박달2동
2022122419,6.59,7.14,박달2동
2022122420,6.75,7.15,박달2동
2022122421,6.84,7.14,박달2동
2022122422,6.67,7.12,박달2동
2022122423,6.45,7.21,박달2동
2022122424,18.32,23.91,박달2동
2022122425,16.68,24.39,박달2동
2022122426,23.76,35.57,박달2동
2022122427,7.95,9.43,박달2동
2022122428,12.2,17.59,박달2동
2022122429,20.7,27.48,박달2동
2022122430,8.55,9.11,박달2동
2022122431,7.97,15.99,석수3동
2022122432,7.56,17.61,석수3동
2022122433,6.79,15.8,석수3동
2022122434,7.42,12.75,석수3동
2022122435,12.34,14.7,석수3동
2022122436,5.3,5.72,석수3동
2022122437,7,15.68,석수3동
2022122438,6.27,6.29,석수3동
2022122439,6.34,6.57,석수3동
2022122440,6.47,6.51,석수3동
2022122441,5.14,5.93,석수3동
2022122442,5.17,8.13,박달2동
2022122443,12.1,14.97,박달2동
2022122444,12.49,14.28,박달2동
2022122445,4.75,5.7,박달2동
2022122446,4.67,4.78,박달2동
2022122447,4.81,5.15,박달2동
2022122448,10.54,13.89,박달2동
2022122449,4.42,6.81,박달2동
2022122450,5.04,6.61,박달2동
2022122451,5.81,7.37,박달2동
2022122452,5.48,6.96,박달2동
2022122453,5.04,6.9,박달2동
2022122454,6.05,6.57,박달2동
2022122455,6.67,7.22,박달2동
2022122456,18.83,23.5,박달2동
2022122457,10.55,13.65,박달2동
2022122458,6.93,8.25,박달2동
2022122459,21.18,32.51,박달2동
2022122460,8.25,34.75,박달2동
2022122461,16.41,22.16,박달2동
2022122462,10.1,13.45,박달2동
2022122463,7.16,7.82,박달2동
2022122464,17.14,24.97,박달2동
2022122465,5.55,6.78,박달2동
2022122466,6.82,7.43,박달2동
2022122467,6.1,6.97,박달2동
2022122468,6.67,6.99,박달2동
2022122469,6.55,7.1,박달2동
2022122470,6.65,7.08,박달2동
2022122471,14.13,16.9,박달2동
2022122472,6.09,7.49,박달2동
2022122473,6.73,7.18,박달2동
2022122474,6.51,7.03,박달2동
2022122475,6.97,7.01,박달2동
2022122476,7.02,7.74,박달2동
2022122477,6.57,7.09,박달2동
2022122478,5.28,9.13,박달2동
2022122479,6.58,10.2,박달2동
2022122480,9.38,15.09,박달2동
2022122481,6.25,6.85,박달2동
2022122482,6.04,6.93,박달2동
2022122483,6.17,6.89,박달2동
2022122484,6.32,6.55,박달2동
2022122485,6.49,6.65,박달2동
2022122486,6.12,7.73,박달2동
2022122487,4.96,7.36,박달2동
2022122488,5.63,7.96,박달2동
2022122489,3.53,6.03,박달2동
2022122490,4.97,5.46,박달2동
2022122491,16.61,20.93,석수2동
2022122492,11.78,15.33,석수2동
2022122493,16.97,19.37,석수2동
2022122494,10.49,11.19,석수2동
2022122495,10.7,11.93,석수2동
2022122496,10.22,12.2,석수2동
2022122497,12.11,14.67,석수2동
2022122498,6.35,7.39,박달2동
2022122499,10.33,10.36,석수2동
2022122500,14.12,14.92,석수2동
2022122501,9.92,12.04,석수2동
2022122502,17.23,20.93,석수2동
2022122503,2.39,6.03,석수2동
2022122504,7.74,11.12,석수2동
2022122505,11.96,17.22,석수2동
2022122506,6.9,13.99,석수2동
2022122507,13.25,16.77,박달2동
2022122508,7.75,8.77,박달2동
2022122509,7.15,12.71,석수2동
2022122510,16.23,22.85,석수2동
2022122511,19.46,31.17,석수2동
2022122512,13.52,15.75,석수2동
2022122513,15.77,21.43,박달2동
2022122514,7.92,9.36,박달2동
2022122515,9.08,9.79,박달2동
2022122516,7.95,9.56,박달2동
2022122517,8.94,9.72,박달2동
2022122518,12.35,14.27,박달2동
2022122519,13.03,15.8,박달2동
2022122520,12.64,15.37,박달2동
2022122521,11.91,16.69,박달2동
2022122522,14.01,18.3,석수2동
2022122523,12.08,16.87,석수2동
2022122524,11.77,17.14,박달2동
2022122525,12.4,16.75,석수2동
2022122526,13.45,16.86,석수2동
2022122527,10.86,13.83,박달2동
2022122528,15.67,22.24,박달2동
2022122529,16.3,21.68,박달2동
2022122530,11.74,15.82,박달2동
2022122531,5.19,6.82,석수2동
2022122532,13.14,16.1,석수2동
2022122533,7.6,9.26,박달2동
2022122534,9.43,14.51,석수2동
2022122535,8.91,13.65,박달2동
2022122561,5.07,5.75,석수2동
2022122562,7.15,8.55,박달2동
2022122563,6.03,7.66,박달2동
2022122564,8.66,18.73,박달2동
2022122565,18.43,20.62,박달2동
2022122566,15.31,16.46,박달2동
2022122567,20.31,22.73,박달2동
2022122568,4.93,13.02,박달2동
2022122569,10.15,17.88,박달2동
2022122570,7.02,8.06,박달2동
2022122571,14.84,20.79,석수3동
2022122572,7.71,12.56,박달2동
2022122573,2.66,4.95,박달2동
2022122574,3.97,6.36,박달2동
2022122575,3.76,6.16,박달2동
2022122576,5.64,7.27,석수3동
2022122577,7.95,8.85,석수3동
2022122578,6.17,7.97,석수3동
511007,6,13,박달2동
511008,3,11.5,박달2동
511009,4.1,9.5,박달2동
511010,4,18.6,박달2동
511006,2.4,8.2,박달2동
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
505054,2.49,8.47,석수2동
505053,2.5,5.88,석수2동
505052,3,7.64,석수2동
505051,2.46,10.44,석수2동
505050,1.82,6.73,석수2동
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
651,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
973,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
433,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
401,0,0,안양시
463,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
834,0,0,안양시
838,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
528,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
978,0,0,안양시
667,0,0,안양시
763,0,0,안양시
992,0,0,안양시
997,0,0,안양시
797,0,0,안양시
809,0,0,안양시
0,0,0,안양시
189,0,0,안양시
939,0,0,안양시
953,0,0,안양시
963,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
22,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
969,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
889,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
852,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
83,0,0,안양시
84,0,0,안양시
2021515002,2.19,4.88,4117310200
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
723,0,0,안양시
1084,0,0,안양시
764,0,0,안양시
200,0,0,안양시
201,0,0,안양시
204,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
318,0,0,안양시
349,0,0,안양시
373,0,0,안양시
233,0,0,안양시
235,0,0,안양시
255,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
864,0,0,안양시
2021515001,3.69,8.18,4117310200
495,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
0,0,0,안양시
681,0,0,안양시
699,0,0,안양시
534,0,0,안양시
572,0,0,안양시
579,0,0,안양시
592,0,0,안양시
0,0,0,안양시
1172,0,0,안양시
1188,0,0,안양시
1002,0,0,안양시
1107,0,0,안양시
1110,0,0,안양시
1150,0,0,안양시
1160,0,0,안양시
268,0,0,안양시
125,0,0,안양시
2019100027,2.76,8.52,호계1동
2019100028,1.91,5.84,호계1동
2019100026,3.03,8.14,호계1동
202001,3.3,9.1,의왕시 포일동
202002,4,8.4,의왕시 포일동
202003,2.4,15.9,의왕시 포일동
202004,4,6,의왕시 포일동
202005,2.9,13.7,의왕시 포일동
202006,2.4,9.2,의왕시 포일동
0,0,0,안양시
0,0,0,안양시
515,0,0,안양시
151,0,0,안양시
